year_week,category,num_items_sold,total_price,total_freight_value,most_sold_state,most_bought_state,avg_review_score,week_of_year
2017-01-23/2017-01-29,entertainment,12,3093.81,249.60999999999999,PR,SP,4.916666666666667,4
2017-01-23/2017-01-29,fashion,22,1216.69,331.3,MG,SP,4.181818181818182,4
2017-01-23/2017-01-29,food,2,42.82,36.0,CE,SP,5.0,4
2017-01-23/2017-01-29,furniture,81,6753.88,1509.64,SP,SP,4.08641975308642,4
2017-01-23/2017-01-29,garden_tools,22,2945.57,444.82,SP,MG,3.5,4
2017-01-23/2017-01-29,gifts,3,2820.4,70.09,SP,GO,3.3333333333333335,4
2017-01-23/2017-01-29,home_appliances,19,4323.4,356.93,PR,SP,4.578947368421052,4
2017-01-23/2017-01-29,housewares,20,1427.54,294.44,SP,SP,3.95,4
2017-01-23/2017-01-29,luggage,3,382.7,43.78,MG,MG,4.666666666666667,4
2017-01-23/2017-01-29,office_supplies,7,1229.26,164.37,SP,SP,3.2857142857142856,4
2017-01-23/2017-01-29,other,25,3806.73,499.58,SP,MG,4.04,4
2017-01-23/2017-01-29,pets,5,454.39,52.16,MG,SP,3.0,4
2017-01-23/2017-01-29,sports,48,6287.09,1011.35,SP,SP,4.229166666666667,4
2017-01-23/2017-01-29,telephony,14,471.79,226.53,SP,SP,4.357142857142857,4
2017-01-23/2017-01-29,toys,23,2893.9900000000002,442.61,SP,SP,4.3478260869565215,4
2017-01-30/2017-02-05,automotive,17,2171.1,337.73,SP,SP,4.705882352941177,5
2017-01-30/2017-02-05,baby,12,1034.78,192.01,RS,MG,4.25,5
2017-01-30/2017-02-05,beauty_health,87,14012.07,1897.42,SP,SP,4.402298850574713,5
2017-01-30/2017-02-05,construction_tools,1,149.9,21.13,SP,MG,5.0,5
2017-01-30/2017-02-05,electronics,22,4020.42,359.23,SP,SP,4.045454545454546,5
2017-01-30/2017-02-05,entertainment,14,3856.62,249.42,PR,MG,4.0,5
2017-01-30/2017-02-05,fashion,15,932.57,230.47,SP,SP,3.8666666666666667,5
2017-01-30/2017-02-05,food,1,149.9,17.2,CE,CE,5.0,5
2017-01-30/2017-02-05,furniture,115,11519.86,2433.12,SP,SP,4.139130434782609,5
2017-01-30/2017-02-05,garden_tools,28,1769.2,257.84,SC,GO,4.607142857142857,5
2017-01-30/2017-02-05,gifts,10,4827.72,160.55,SP,SP,4.5,5
2017-01-30/2017-02-05,home_appliances,12,1584.22,242.25,MG,SP,4.333333333333333,5
2017-01-30/2017-02-05,housewares,5,297.7,94.18,SP,SP,4.4,5
2017-01-30/2017-02-05,luggage,9,689.2,166.49,MG,SP,4.666666666666667,5
2017-01-30/2017-02-05,office_supplies,27,3779.66,722.41,SP,SP,3.962962962962963,5
2017-01-30/2017-02-05,other,29,4165.34,604.67,SP,SP,4.517241379310345,5
2017-01-30/2017-02-05,pets,10,784.0,170.05,MG,MG,4.6,5
2017-01-30/2017-02-05,sports,39,4730.03,958.91,SP,SP,4.0,5
2017-01-30/2017-02-05,telephony,30,2366.1,476.35,SP,MG,4.133333333333334,5
2017-01-30/2017-02-05,toys,16,2797.5,295.31,SP,SP,4.125,5
2017-02-06/2017-02-12,automotive,34,5015.19,869.38,SP,RJ,4.205882352941177,6
2017-02-06/2017-02-12,baby,9,763.59,158.92000000000002,SP,SP,4.444444444444445,6
2017-02-06/2017-02-12,beauty_health,64,8642.43,1041.21,SP,SP,4.421875,6
2017-02-06/2017-02-12,construction_tools,4,916.78,82.35,PR,RJ,5.0,6
2017-02-06/2017-02-12,electronics,33,6302.92,498.81,SP,SP,4.151515151515151,6
2017-02-06/2017-02-12,entertainment,11,1393.7,198.96,PR,RJ,4.2727272727272725,6
2017-02-06/2017-02-12,fashion,25,1444.81,359.08,SP,MG,4.48,6
2017-02-06/2017-02-12,food,2,165.22,56.92,CE,MG,5.0,6
2017-02-06/2017-02-12,furniture,113,10753.34,2368.09,SP,SP,4.15929203539823,6
2017-02-06/2017-02-12,garden_tools,12,2466.97,262.79,SP,MG,3.9166666666666665,6
2017-02-06/2017-02-12,gifts,7,4878.97,122.43,SP,SP,4.571428571428571,6
2017-02-06/2017-02-12,home_appliances,16,2578.41,399.55,SP,RJ,4.75,6
2017-02-06/2017-02-12,housewares,26,8312.59,602.13,SP,SP,4.269230769230769,6
2017-02-06/2017-02-12,luggage,16,1102.4,281.16,MG,MG,4.75,6
2017-02-06/2017-02-12,office_supplies,42,6716.08,1106.97,SP,SP,4.095238095238095,6
2017-02-06/2017-02-12,other,30,4290.38,635.47,SP,SP,4.3,6
2017-02-06/2017-02-12,pets,10,665.33,169.48,SP,RJ,4.3,6
2017-02-06/2017-02-12,sports,62,4780.45,1038.21,SP,SP,4.451612903225806,6
2017-02-06/2017-02-12,telephony,38,2665.9700000000003,628.2,SP,MG,4.315789473684211,6
2017-02-06/2017-02-12,toys,21,3420.23,436.65,SP,MG,4.571428571428571,6
2017-02-13/2017-02-19,automotive,22,3327.01,537.3,SP,MG,4.5,7
2017-02-13/2017-02-19,baby,11,655.41,183.97,RS,MG,4.636363636363637,7
2017-02-13/2017-02-19,beauty_health,35,6692.57,908.09,SP,SP,3.9714285714285715,7
2017-02-13/2017-02-19,construction_tools,4,789.79,68.67999999999999,SC,RJ,5.0,7
2017-02-13/2017-02-19,electronics,37,3180.01,662.58,SP,SP,4.0,7
2017-02-13/2017-02-19,entertainment,7,621.69,184.67000000000002,SP,DF,4.142857142857143,7
2017-02-13/2017-02-19,fashion,14,948.8,217.89,SP,MG,4.5,7
2017-02-13/2017-02-19,food,3,327.3,92.1,CE,SP,4.666666666666667,7
2017-02-13/2017-02-19,furniture,127,11754.880000000001,2385.99,SP,SP,3.952755905511811,7
2017-02-13/2017-02-19,garden_tools,26,4628.93,580.74,SP,SP,3.769230769230769,7
2017-02-13/2017-02-19,gifts,3,756.3299999999999,46.410000000000004,SP,ES,4.333333333333333,7
2017-02-13/2017-02-19,home_appliances,19,3976.08,448.6,SP,SP,3.5789473684210527,7
2017-02-13/2017-02-19,housewares,18,1937.49,311.48,SP,SP,3.7777777777777777,7
2017-02-13/2017-02-19,luggage,2,189.8,30.2,MG,DF,4.5,7
2017-02-13/2017-02-19,office_supplies,15,2388.5099999999998,471.11,SP,MG,3.3333333333333335,7
2017-02-13/2017-02-19,other,25,2741.21,494.58,SP,SP,4.28,7
2017-02-13/2017-02-19,pets,8,1210.27,153.25,SP,SP,4.375,7
2017-02-13/2017-02-19,sports,24,3781.83,485.42,SP,SP,4.416666666666667,7
2017-02-13/2017-02-19,telephony,35,1454.42,519.27,SP,SP,4.0285714285714285,7
2017-02-13/2017-02-19,toys,17,1987.36,297.18,SP,SP,4.117647058823529,7
2017-02-20/2017-02-26,automotive,17,2382.4700000000003,306.7,SP,SP,4.294117647058823,8
2017-02-20/2017-02-26,baby,5,979.79,122.35,SP,SP,4.2,8
2017-02-20/2017-02-26,beauty_health,52,7344.28,1010.28,SP,SP,4.403846153846154,8
2017-02-20/2017-02-26,construction_tools,1,134.9,16.15,SC,SP,5.0,8
2017-02-20/2017-02-26,electronics,39,6138.78,752.38,SP,SP,4.230769230769231,8
2017-02-20/2017-02-26,entertainment,11,2005.19,274.0,PR,SP,4.2727272727272725,8
2017-02-20/2017-02-26,fashion,6,414.6,95.06,MG,SP,4.166666666666667,8
2017-02-20/2017-02-26,food,3,49.629999999999995,46.82,CE,PE,2.0,8
2017-02-20/2017-02-26,furniture,121,9911.25,2476.12,SP,SP,3.9421487603305785,8
2017-02-20/2017-02-26,garden_tools,18,3451.61,357.48,SP,SP,4.111111111111111,8
2017-02-20/2017-02-26,gifts,10,1168.05,121.76,SP,SP,3.7,8
2017-02-20/2017-02-26,home_appliances,5,881.8,133.62,SP,MG,4.6,8
2017-02-20/2017-02-26,housewares,20,1186.76,332.99,SP,SP,4.1,8
2017-02-20/2017-02-26,luggage,3,234.79,86.39,SP,RS,4.333333333333333,8
2017-02-20/2017-02-26,office_supplies,1,68.99,8.85,SP,SP,5.0,8
2017-02-20/2017-02-26,other,22,2501.21,392.35,SP,SP,4.636363636363637,8
2017-02-20/2017-02-26,pets,7,739.78,176.52,SP,SP,4.285714285714286,8
2017-02-20/2017-02-26,sports,31,3511.69,614.9,SP,SP,4.290322580645161,8
2017-02-20/2017-02-26,telephony,29,1038.8899999999999,444.86,SP,MG,4.068965517241379,8
2017-02-20/2017-02-26,toys,12,782.62,178.65,SP,SP,4.5,8
2017-02-27/2017-03-05,automotive,10,1200.76,193.95999999999998,SP,SP,4.4,9
2017-02-27/2017-03-05,baby,10,731.73,166.74,SP,SP,4.7,9
2017-02-27/2017-03-05,beauty_health,43,5230.27,750.77,SP,SP,4.27906976744186,9
2017-02-27/2017-03-05,construction_tools,1,38.9,14.52,RJ,SP,4.0,9
2017-02-27/2017-03-05,electronics,36,3334.72,607.12,MG,SP,3.9444444444444446,9
2017-02-27/2017-03-05,entertainment,20,3064.38,376.84000000000003,SP,SP,4.25,9
2017-02-27/2017-03-05,fashion,14,1277.9,240.57,MG,BA,4.428571428571429,9
2017-02-27/2017-03-05,food,2,319.8,45.1,CE,BA,5.0,9
2017-02-27/2017-03-05,furniture,174,12559.74,3029.86,SP,SP,4.155172413793103,9
2017-02-27/2017-03-05,garden_tools,16,2655.52,363.59999999999997,ES,RJ,4.5,9
2017-02-27/2017-03-05,gifts,17,5298.97,296.76,SP,SP,4.470588235294118,9
2017-02-27/2017-03-05,home_appliances,15,5485.4,408.55,SP,SP,4.466666666666667,9
2017-02-27/2017-03-05,housewares,31,1865.94,585.89,SP,SP,4.032258064516129,9
2017-02-27/2017-03-05,luggage,4,479.69,111.81,SP,SP,4.25,9
2017-02-27/2017-03-05,office_supplies,11,2271.55,334.69,SP,MG,3.0,9
2017-02-27/2017-03-05,other,41,7135.64,843.22,SP,PR,4.2439024390243905,9
2017-02-27/2017-03-05,pets,10,1411.8899999999999,147.21,SP,MG,4.7,9
2017-02-27/2017-03-05,sports,44,8703.28,861.8100000000001,SP,SP,4.636363636363637,9
2017-02-27/2017-03-05,telephony,33,1434.42,498.76,SP,SP,3.727272727272727,9
2017-02-27/2017-03-05,toys,23,2524.36,432.88,SP,SP,4.565217391304348,9
2017-03-06/2017-03-12,automotive,20,3567.94,688.16,SP,SP,4.1,10
2017-03-06/2017-03-12,baby,13,884.21,187.82,SP,SP,3.5384615384615383,10
2017-03-06/2017-03-12,beauty_health,61,9636.31,1167.77,SP,MG,4.327868852459017,10
2017-03-06/2017-03-12,construction_tools,6,91.08,63.17999999999999,RJ,RJ,5.0,10
2017-03-06/2017-03-12,electronics,63,8750.36,1179.16,SP,SP,3.746031746031746,10
2017-03-06/2017-03-12,entertainment,19,2231.0099999999998,332.51,SP,SP,4.052631578947368,10
2017-03-06/2017-03-12,fashion,23,1199.65,297.68,SP,PR,4.217391304347826,10
2017-03-06/2017-03-12,food,6,564.1800000000001,130.16,SP,MT,4.833333333333333,10
2017-03-06/2017-03-12,furniture,146,12246.23,2533.85,SP,SP,4.089041095890411,10
2017-03-06/2017-03-12,garden_tools,61,8103.860000000001,1242.1,MG,SP,3.9672131147540983,10
2017-03-06/2017-03-12,gifts,16,2946.38,266.81,SP,RJ,4.375,10
2017-03-06/2017-03-12,home_appliances,14,3862.23,268.45,SP,BA,4.285714285714286,10
2017-03-06/2017-03-12,housewares,44,2311.3,858.34,SP,SP,4.409090909090909,10
2017-03-06/2017-03-12,luggage,11,1033.59,240.73,SP,SP,4.0,10
2017-03-06/2017-03-12,office_supplies,36,4684.24,1052.57,SP,MG,3.9444444444444446,10
2017-03-06/2017-03-12,other,36,5700.28,649.03,SP,SP,4.638888888888889,10
2017-03-06/2017-03-12,pets,2,184.49,36.58,MG,RJ,4.5,10
2017-03-06/2017-03-12,sports,43,4229.01,848.74,PR,SP,4.186046511627907,10
2017-03-06/2017-03-12,telephony,37,1474.1,537.78,SP,SP,4.081081081081081,10
2017-03-06/2017-03-12,toys,23,3183.45,421.05,SP,SP,4.434782608695652,10
2017-03-13/2017-03-19,automotive,14,2486.5,281.92,SP,SP,4.357142857142857,11
2017-03-13/2017-03-19,baby,11,1510.16,204.03,PR,RS,4.0,11
2017-03-13/2017-03-19,beauty_health,84,14069.82,1602.69,SP,SP,4.095238095238095,11
2017-03-13/2017-03-19,construction_tools,3,294.9,57.14,SP,SE,3.0,11
2017-03-13/2017-03-19,electronics,39,4174.5,753.69,SP,SP,4.230769230769231,11
2017-03-13/2017-03-19,entertainment,28,5070.5199999999995,643.36,SP,RJ,4.0,11
2017-03-13/2017-03-19,fashion,23,1772.49,322.01,SP,SP,4.217391304347826,11
2017-03-13/2017-03-19,food,12,1328.6100000000001,228.31,SP,SP,3.8333333333333335,11
2017-03-13/2017-03-19,furniture,138,11144.57,2568.68,SP,SP,4.1231884057971016,11
2017-03-13/2017-03-19,garden_tools,51,7662.08,1135.65,SP,SP,4.235294117647059,11
2017-03-13/2017-03-19,gifts,29,11092.83,433.8,SP,SP,3.9655172413793105,11
2017-03-13/2017-03-19,home_appliances,23,6899.69,491.7,SP,SP,4.478260869565218,11
2017-03-13/2017-03-19,housewares,59,4981.33,1089.31,SP,SP,3.9661016949152543,11
2017-03-13/2017-03-19,luggage,8,1207.49,216.34,SP,SP,4.75,11
2017-03-13/2017-03-19,office_supplies,43,5649.69,1059.43,SP,SP,3.558139534883721,11
2017-03-13/2017-03-19,other,32,5122.05,576.11,SP,SP,4.125,11
2017-03-13/2017-03-19,pets,15,3456.49,279.41,SP,SP,4.533333333333333,11
2017-03-13/2017-03-19,sports,41,10038.8,1393.43,SP,SP,4.219512195121951,11
2017-03-13/2017-03-19,telephony,23,1039.17,357.86,SP,SP,4.391304347826087,11
2017-03-13/2017-03-19,toys,23,2320.8,426.84,SP,SP,4.217391304347826,11
2017-03-20/2017-03-26,automotive,19,3460.1400000000003,424.47,SP,SP,4.526315789473684,12
2017-03-20/2017-03-26,baby,8,631.1800000000001,153.71,PR,RJ,4.625,12
2017-03-20/2017-03-26,beauty_health,88,11574.94,1467.07,SP,SP,4.306818181818182,12
2017-03-20/2017-03-26,construction_tools,2,279.98,27.380000000000003,SP,DF,4.0,12
2017-03-20/2017-03-26,electronics,51,9958.789999999999,995.54,SP,SP,3.980392156862745,12
2017-03-20/2017-03-26,entertainment,17,2322.12,276.36,SP,SP,4.588235294117647,12
2017-03-20/2017-03-26,fashion,27,1787.7,427.83,SP,SP,4.518518518518518,12
2017-03-20/2017-03-26,food,5,252.87,72.01,SP,SP,4.2,12
2017-03-20/2017-03-26,furniture,156,13494.9,2807.26,SP,SP,3.717948717948718,12
2017-03-20/2017-03-26,garden_tools,37,4429.21,735.68,SP,MG,3.5135135135135136,12
2017-03-20/2017-03-26,gifts,14,4288.52,232.55,SP,RJ,4.285714285714286,12
2017-03-20/2017-03-26,home_appliances,17,3115.26,335.83,SP,SP,4.176470588235294,12
2017-03-20/2017-03-26,housewares,62,3894.55,996.8100000000001,SP,SP,4.145161290322581,12
2017-03-20/2017-03-26,luggage,8,2147.94,580.65,SP,MG,4.875,12
2017-03-20/2017-03-26,office_supplies,23,2547.4900000000002,532.38,SP,SP,4.260869565217392,12
2017-03-20/2017-03-26,other,32,5275.64,553.15,SP,SP,4.53125,12
2017-03-20/2017-03-26,pets,17,3023.97,275.51,SP,SC,4.235294117647059,12
2017-03-20/2017-03-26,sports,56,5997.33,1161.44,SP,SP,4.125,12
2017-03-20/2017-03-26,telephony,61,3042.6,962.85,SP,SP,3.639344262295082,12
2017-03-20/2017-03-26,toys,21,3000.54,323.2,SP,SP,4.142857142857143,12
2017-03-27/2017-04-02,automotive,24,4985.47,714.52,SP,SP,3.7083333333333335,13
2017-03-27/2017-04-02,baby,7,458.68,115.79,SP,RJ,4.571428571428571,13
2017-03-27/2017-04-02,beauty_health,64,8758.38,1030.45,SP,SP,4.546875,13
2017-03-27/2017-04-02,electronics,53,8408.97,954.38,SP,SP,4.018867924528302,13
2017-03-27/2017-04-02,entertainment,17,2187.95,291.28,PR,MG,3.4705882352941178,13
2017-03-27/2017-04-02,fashion,23,2131.65,366.13,SP,SP,4.304347826086956,13
2017-03-27/2017-04-02,food,7,706.77,136.57,SP,MG,4.857142857142857,13
2017-03-27/2017-04-02,furniture,129,10460.07,2328.61,SP,SP,4.108527131782946,13
2017-03-27/2017-04-02,garden_tools,22,5113.88,567.48,SP,SP,3.909090909090909,13
2017-03-27/2017-04-02,gifts,18,6526.9800000000005,280.78000000000003,SP,SP,4.388888888888889,13
2017-03-27/2017-04-02,home_appliances,19,9821.17,565.07,SP,SP,4.631578947368421,13
2017-03-27/2017-04-02,housewares,31,1511.53,502.17,SP,SP,4.483870967741935,13
2017-03-27/2017-04-02,luggage,11,1394.9,397.13,SP,MG,4.909090909090909,13
2017-03-27/2017-04-02,office_supplies,35,3768.19,838.81,SP,SP,4.228571428571429,13
2017-03-27/2017-04-02,other,23,5295.25,397.62,SP,SP,4.3478260869565215,13
2017-03-27/2017-04-02,pets,9,722.5,166.33,SP,SP,4.555555555555555,13
2017-03-27/2017-04-02,sports,40,3962.58,694.99,SP,SP,4.55,13
2017-03-27/2017-04-02,telephony,53,3651.85,797.3,SP,SP,3.7358490566037736,13
2017-03-27/2017-04-02,toys,24,2964.4,493.22,SP,SP,4.375,13
2017-04-03/2017-04-09,automotive,20,3242.56,365.69,SP,SP,4.35,14
2017-04-03/2017-04-09,baby,9,504.76,132.1,SP,SP,3.4444444444444446,14
2017-04-03/2017-04-09,beauty_health,72,12151.939999999999,1264.07,RJ,SP,3.9444444444444446,14
2017-04-03/2017-04-09,construction_tools,2,135.91,27.04,SC,SP,4.5,14
2017-04-03/2017-04-09,electronics,39,7064.27,717.45,SP,SP,4.0256410256410255,14
2017-04-03/2017-04-09,entertainment,12,4901.16,240.45000000000002,SP,SP,4.333333333333333,14
2017-04-03/2017-04-09,fashion,16,900.0600000000001,231.32999999999998,SP,SP,3.75,14
2017-04-03/2017-04-09,food,6,340.98,111.75,SP,ES,4.0,14
2017-04-03/2017-04-09,furniture,137,10220.84,2301.48,SP,SP,4.08029197080292,14
2017-04-03/2017-04-09,garden_tools,28,7722.75,742.86,SP,RJ,4.428571428571429,14
2017-04-03/2017-04-09,gifts,31,9022.18,553.06,SP,SP,4.193548387096774,14
2017-04-03/2017-04-09,home_appliances,14,4650.8,210.07,SP,SP,4.285714285714286,14
2017-04-03/2017-04-09,housewares,46,2978.4,717.08,SP,SP,3.9347826086956523,14
2017-04-03/2017-04-09,luggage,12,1656.8,328.29,SP,SP,4.5,14
2017-04-03/2017-04-09,office_supplies,19,3092.4500000000003,447.54,SP,SP,4.2105263157894735,14
2017-04-03/2017-04-09,other,45,8148.96,985.98,SP,SP,4.533333333333333,14
2017-04-03/2017-04-09,pets,9,1673.96,167.15,SP,SP,4.0,14
2017-04-03/2017-04-09,sports,48,6086.11,826.81,SP,SP,4.25,14
2017-04-03/2017-04-09,telephony,39,2439.7,653.66,SP,SP,4.282051282051282,14
2017-04-03/2017-04-09,toys,32,3022.81,491.8,SP,RJ,4.5,14
2017-04-10/2017-04-16,automotive,25,3875.85,635.01,SP,SP,4.04,15
2017-04-10/2017-04-16,baby,6,656.13,97.02000000000001,PR,SP,3.8333333333333335,15
2017-04-10/2017-04-16,beauty_health,58,8425.869999999999,1104.37,SP,SP,4.275862068965517,15
2017-04-10/2017-04-16,construction_tools,3,1409.0,54.94,SP,RN,3.6666666666666665,15
2017-04-10/2017-04-16,electronics,35,3080.9700000000003,592.2,SP,SP,4.228571428571429,15
2017-04-10/2017-04-16,entertainment,9,817.54,111.15,SP,SP,4.333333333333333,15
2017-04-10/2017-04-16,fashion,21,1348.55,344.12,SP,SP,4.285714285714286,15
2017-04-10/2017-04-16,food,3,211.9,37.5,SP,SP,3.3333333333333335,15
2017-04-10/2017-04-16,furniture,83,9452.03,1858.58,SP,SP,3.9397590361445785,15
2017-04-10/2017-04-16,garden_tools,30,3286.5,605.4,SP,SP,3.7666666666666666,15
2017-04-10/2017-04-16,gifts,12,3861.94,219.75,SP,SP,4.25,15
2017-04-10/2017-04-16,home_appliances,7,1985.53,188.72,PR,RJ,4.0,15
2017-04-10/2017-04-16,housewares,23,1834.76,482.46,SP,SP,3.9565217391304346,15
2017-04-10/2017-04-16,luggage,10,1581.0,292.13,SP,SP,4.5,15
2017-04-10/2017-04-16,office_supplies,10,1315.3,196.68,SP,RJ,3.7,15
2017-04-10/2017-04-16,other,32,4861.79,639.01,SP,SP,3.875,15
2017-04-10/2017-04-16,pets,10,1038.38,187.63,SP,SP,4.3,15
2017-04-10/2017-04-16,sports,39,3442.38,707.1800000000001,SP,SP,3.717948717948718,15
2017-04-10/2017-04-16,telephony,23,718.41,382.52,SP,SP,4.130434782608695,15
2017-04-10/2017-04-16,toys,24,2551.91,386.07,SP,SP,4.375,15
2017-04-17/2017-04-23,automotive,16,2200.95,344.36,SP,SP,4.125,16
2017-04-17/2017-04-23,baby,17,1493.8200000000002,304.6,SP,SP,3.9411764705882355,16
2017-04-17/2017-04-23,beauty_health,74,10127.66,1354.3,SP,SP,4.175675675675675,16
2017-04-17/2017-04-23,construction_tools,4,879.8900000000001,90.53,SP,SP,4.5,16
2017-04-17/2017-04-23,electronics,58,7590.63,942.0699999999999,SP,SP,4.206896551724138,16
2017-04-17/2017-04-23,entertainment,21,3241.31,390.83,SP,SP,3.857142857142857,16
2017-04-17/2017-04-23,fashion,21,1515.88,344.87,SP,SP,4.285714285714286,16
2017-04-17/2017-04-23,food,1,15.32,10.96,CE,CE,4.0,16
2017-04-17/2017-04-23,furniture,150,12906.61,2755.82,SP,SP,3.8266666666666667,16
2017-04-17/2017-04-23,garden_tools,23,3225.5,465.56,SP,RJ,4.043478260869565,16
2017-04-17/2017-04-23,gifts,24,3264.82,388.95,SP,SP,3.25,16
2017-04-17/2017-04-23,home_appliances,36,19014.79,1151.39,SP,SP,4.166666666666667,16
2017-04-17/2017-04-23,housewares,28,2151.34,529.8,SP,SP,3.392857142857143,16
2017-04-17/2017-04-23,luggage,10,1469.0,372.81,SP,PR,4.0,16
2017-04-17/2017-04-23,office_supplies,19,3424.11,518.0699999999999,SP,SP,3.9473684210526314,16
2017-04-17/2017-04-23,other,29,5174.16,617.45,SP,SP,3.8275862068965516,16
2017-04-17/2017-04-23,pets,12,1079.54,229.19,SP,MG,4.583333333333333,16
2017-04-17/2017-04-23,sports,48,6317.91,977.26,SP,SP,4.125,16
2017-04-17/2017-04-23,telephony,33,1733.28,482.28000000000003,SP,SP,4.121212121212121,16
2017-04-17/2017-04-23,toys,24,3116.44,476.33,SP,MG,3.75,16
2017-04-24/2017-04-30,automotive,25,5101.88,703.9200000000001,SP,SP,3.88,17
2017-04-24/2017-04-30,baby,18,1305.8400000000001,339.86,SP,SP,3.8333333333333335,17
2017-04-24/2017-04-30,beauty_health,69,9378.12,1163.12,SP,SP,4.043478260869565,17
2017-04-24/2017-04-30,construction_tools,5,1397.1,131.37,SP,AM,4.6,17
2017-04-24/2017-04-30,electronics,71,7569.71,1298.39,SP,SP,3.5492957746478875,17
2017-04-24/2017-04-30,entertainment,10,951.5799999999999,181.15,SP,SP,4.6,17
2017-04-24/2017-04-30,fashion,23,1372.77,368.82,SP,SP,4.565217391304348,17
2017-04-24/2017-04-30,food,2,34.0,21.92,SP,SP,4.0,17
2017-04-24/2017-04-30,furniture,120,13932.29,2522.76,SP,SP,4.033333333333333,17
