year_week,category,num_items_sold,total_price,total_freight_value,most_sold_state,most_bought_state,avg_review_score,week_of_year
2017-03-06/2017-03-12,food,6.0,564.1800000000001,130.16,SP,MT,4.833333333333333,3
2017-03-06/2017-03-12,furniture,146.0,12246.23,2533.85,SP,SP,4.089041095890411,3
2017-03-06/2017-03-12,garden_tools,61.0,8103.860000000001,1242.1,MG,SP,3.9672131147540983,3
2017-03-06/2017-03-12,gifts,16.0,2946.38,266.81,SP,RJ,4.375,3
2017-03-06/2017-03-12,home_appliances,14.0,3862.23,268.45,SP,BA,4.285714285714286,3
2017-03-06/2017-03-12,housewares,44.0,2311.3,858.34,SP,SP,4.409090909090909,3
2017-03-06/2017-03-12,luggage,11.0,1033.59,240.73,SP,SP,4.0,3
2017-03-06/2017-03-12,office_supplies,36.0,4684.24,1052.57,SP,MG,3.9444444444444446,3
2017-03-06/2017-03-12,other,36.0,5700.28,649.03,SP,SP,4.638888888888889,3
2017-03-06/2017-03-12,pets,2.0,184.49,36.58,MG,RJ,4.5,3
2017-03-06/2017-03-12,sports,43.0,4229.01,848.74,PR,SP,4.186046511627907,3
2017-03-06/2017-03-12,telephony,37.0,1474.1,537.78,SP,SP,4.081081081081081,3
2017-03-06/2017-03-12,toys,23.0,3183.45,421.05,SP,SP,4.434782608695652,3
2017-03-13/2017-03-19,automotive,14.0,2486.5,281.92,SP,SP,4.357142857142857,3
2017-03-13/2017-03-19,baby,11.0,1510.16,204.03,PR,RS,4.0,3
2017-03-13/2017-03-19,beauty_health,84.0,14069.82,1602.69,SP,SP,4.095238095238095,3
2017-03-13/2017-03-19,construction_tools,3.0,294.9,57.14,SP,SE,3.0,3
2017-03-13/2017-03-19,electronics,39.0,4174.5,753.69,SP,SP,4.230769230769231,3
2017-03-13/2017-03-19,entertainment,28.0,5070.5199999999995,643.36,SP,RJ,4.0,3
2017-03-13/2017-03-19,fashion,23.0,1772.49,322.01,SP,SP,4.217391304347826,3
2017-03-13/2017-03-19,food,12.0,1328.6100000000001,228.31,SP,SP,3.8333333333333335,3
2017-03-13/2017-03-19,furniture,138.0,11144.57,2568.68,SP,SP,4.1231884057971016,3
2017-03-13/2017-03-19,garden_tools,51.0,7662.08,1135.65,SP,SP,4.235294117647059,3
2017-03-13/2017-03-19,gifts,29.0,11092.83,433.8,SP,SP,3.9655172413793105,3
2017-03-13/2017-03-19,home_appliances,23.0,6899.69,491.7,SP,SP,4.478260869565218,3
2017-03-13/2017-03-19,housewares,59.0,4981.33,1089.31,SP,SP,3.9661016949152543,3
2017-03-13/2017-03-19,luggage,8.0,1207.49,216.34,SP,SP,4.75,3
2017-03-13/2017-03-19,office_supplies,43.0,5649.69,1059.43,SP,SP,3.558139534883721,3
2017-03-13/2017-03-19,other,32.0,5122.05,576.11,SP,SP,4.125,3
2017-03-13/2017-03-19,pets,15.0,3456.49,279.41,SP,SP,4.533333333333333,3
2017-03-13/2017-03-19,sports,41.0,10038.8,1393.43,SP,SP,4.219512195121951,3
2017-03-13/2017-03-19,telephony,23.0,1039.17,357.86,SP,SP,4.391304347826087,3
2017-03-13/2017-03-19,toys,23.0,2320.8,426.84,SP,SP,4.217391304347826,3
2017-03-20/2017-03-26,automotive,19.0,3460.1400000000003,424.47,SP,SP,4.526315789473684,3
2017-03-20/2017-03-26,baby,8.0,631.1800000000001,153.71,PR,RJ,4.625,3
2017-03-20/2017-03-26,beauty_health,88.0,11574.94,1467.07,SP,SP,4.306818181818182,3
2017-03-20/2017-03-26,construction_tools,2.0,279.98,27.380000000000003,SP,DF,4.0,3
2017-03-20/2017-03-26,electronics,51.0,9958.789999999999,995.54,SP,SP,3.980392156862745,3
2017-03-20/2017-03-26,entertainment,17.0,2322.12,276.36,SP,SP,4.588235294117647,3
2017-03-20/2017-03-26,fashion,27.0,1787.7,427.83,SP,SP,4.518518518518518,3
2017-03-20/2017-03-26,food,5.0,252.87,72.01,SP,SP,4.2,3
2017-03-20/2017-03-26,furniture,156.0,13494.9,2807.26,SP,SP,3.717948717948718,3
2017-03-20/2017-03-26,garden_tools,37.0,4429.21,735.68,SP,MG,3.5135135135135136,3
2017-03-20/2017-03-26,gifts,14.0,4288.52,232.55,SP,RJ,4.285714285714286,3
2017-03-20/2017-03-26,home_appliances,17.0,3115.26,335.83,SP,SP,4.176470588235294,3
2017-03-20/2017-03-26,housewares,62.0,3894.55,996.8100000000001,SP,SP,4.145161290322581,3
2017-03-20/2017-03-26,luggage,8.0,2147.94,580.65,SP,MG,4.875,3
2017-03-20/2017-03-26,office_supplies,23.0,2547.4900000000002,532.38,SP,SP,4.260869565217392,3
2017-03-20/2017-03-26,other,32.0,5275.64,553.15,SP,SP,4.53125,3
2017-03-20/2017-03-26,pets,17.0,3023.97,275.51,SP,SC,4.235294117647059,3
2017-03-20/2017-03-26,sports,56.0,5997.33,1161.44,SP,SP,4.125,3
2017-03-20/2017-03-26,telephony,61.0,3042.6,962.85,SP,SP,3.639344262295082,3
2017-03-20/2017-03-26,toys,21.0,3000.54,323.2,SP,SP,4.142857142857143,3
2017-03-27/2017-04-02,automotive,24.0,4985.47,714.52,SP,SP,3.7083333333333335,3
2017-03-27/2017-04-02,baby,7.0,458.68,115.79,SP,RJ,4.571428571428571,3
2017-03-27/2017-04-02,beauty_health,64.0,8758.38,1030.45,SP,SP,4.546875,3
2017-03-27/2017-04-02,construction_tools,0.0,0.0,0.0,Unknown,Unknown,4.083167229205978,3
2017-03-27/2017-04-02,electronics,53.0,8408.97,954.38,SP,SP,4.018867924528302,3
2017-03-27/2017-04-02,entertainment,17.0,2187.95,291.28,PR,MG,3.4705882352941178,3
2017-03-27/2017-04-02,fashion,23.0,2131.65,366.13,SP,SP,4.304347826086956,3
2017-03-27/2017-04-02,food,7.0,706.77,136.57,SP,MG,4.857142857142857,3
2017-03-27/2017-04-02,furniture,129.0,10460.07,2328.61,SP,SP,4.108527131782946,3
2017-03-27/2017-04-02,garden_tools,22.0,5113.88,567.48,SP,SP,3.909090909090909,3
2017-03-27/2017-04-02,gifts,18.0,6526.9800000000005,280.78000000000003,SP,SP,4.388888888888889,3
2017-03-27/2017-04-02,home_appliances,19.0,9821.17,565.07,SP,SP,4.631578947368421,3
2017-03-27/2017-04-02,housewares,31.0,1511.53,502.17,SP,SP,4.483870967741935,3
2017-03-27/2017-04-02,luggage,11.0,1394.9,397.13,SP,MG,4.909090909090909,3
2017-03-27/2017-04-02,office_supplies,35.0,3768.19,838.81,SP,SP,4.228571428571429,3
2017-03-27/2017-04-02,other,23.0,5295.25,397.62,SP,SP,4.3478260869565215,3
2017-03-27/2017-04-02,pets,9.0,722.5,166.33,SP,SP,4.555555555555555,3
2017-03-27/2017-04-02,sports,40.0,3962.58,694.99,SP,SP,4.55,3
2017-03-27/2017-04-02,telephony,53.0,3651.85,797.3,SP,SP,3.7358490566037736,3
2017-03-27/2017-04-02,toys,24.0,2964.4,493.22,SP,SP,4.375,3
2017-04-03/2017-04-09,automotive,20.0,3242.56,365.69,SP,SP,4.35,4
2017-04-03/2017-04-09,baby,9.0,504.76,132.1,SP,SP,3.4444444444444446,4
2017-04-03/2017-04-09,beauty_health,72.0,12151.939999999999,1264.07,RJ,SP,3.9444444444444446,4
2017-04-03/2017-04-09,construction_tools,2.0,135.91,27.04,SC,SP,4.5,4
2017-04-03/2017-04-09,electronics,39.0,7064.27,717.45,SP,SP,4.0256410256410255,4
2017-04-03/2017-04-09,entertainment,12.0,4901.16,240.45000000000002,SP,SP,4.333333333333333,4
2017-04-03/2017-04-09,fashion,16.0,900.0600000000001,231.32999999999998,SP,SP,3.75,4
2017-04-03/2017-04-09,food,6.0,340.98,111.75,SP,ES,4.0,4
2017-04-03/2017-04-09,furniture,137.0,10220.84,2301.48,SP,SP,4.08029197080292,4
2017-04-03/2017-04-09,garden_tools,28.0,7722.75,742.86,SP,RJ,4.428571428571429,4
2017-04-03/2017-04-09,gifts,31.0,9022.18,553.06,SP,SP,4.193548387096774,4
2017-04-03/2017-04-09,home_appliances,14.0,4650.8,210.07,SP,SP,4.285714285714286,4
2017-04-03/2017-04-09,housewares,46.0,2978.4,717.08,SP,SP,3.9347826086956523,4
2017-04-03/2017-04-09,luggage,12.0,1656.8,328.29,SP,SP,4.5,4
2017-04-03/2017-04-09,office_supplies,19.0,3092.4500000000003,447.54,SP,SP,4.2105263157894735,4
2017-04-03/2017-04-09,other,45.0,8148.96,985.98,SP,SP,4.533333333333333,4
2017-04-03/2017-04-09,pets,9.0,1673.96,167.15,SP,SP,4.0,4
2017-04-03/2017-04-09,sports,48.0,6086.11,826.81,SP,SP,4.25,4
2017-04-03/2017-04-09,telephony,39.0,2439.7,653.66,SP,SP,4.282051282051282,4
2017-04-03/2017-04-09,toys,32.0,3022.81,491.8,SP,RJ,4.5,4
2017-04-10/2017-04-16,automotive,25.0,3875.85,635.01,SP,SP,4.04,4
2017-04-10/2017-04-16,baby,6.0,656.13,97.02000000000001,PR,SP,3.8333333333333335,4
2017-04-10/2017-04-16,beauty_health,58.0,8425.869999999999,1104.37,SP,SP,4.275862068965517,4
2017-04-10/2017-04-16,construction_tools,3.0,1409.0,54.94,SP,RN,3.6666666666666665,4
2017-04-10/2017-04-16,electronics,35.0,3080.9700000000003,592.2,SP,SP,4.228571428571429,4
2017-04-10/2017-04-16,entertainment,9.0,817.54,111.15,SP,SP,4.333333333333333,4
2017-04-10/2017-04-16,fashion,21.0,1348.55,344.12,SP,SP,4.285714285714286,4
2017-04-10/2017-04-16,food,3.0,211.9,37.5,SP,SP,3.3333333333333335,4
2017-04-10/2017-04-16,furniture,83.0,9452.03,1858.58,SP,SP,3.9397590361445785,4
2017-04-10/2017-04-16,garden_tools,30.0,3286.5,605.4,SP,SP,3.7666666666666666,4
2017-04-10/2017-04-16,gifts,12.0,3861.94,219.75,SP,SP,4.25,4
2017-04-10/2017-04-16,home_appliances,7.0,1985.53,188.72,PR,RJ,4.0,4
2017-04-10/2017-04-16,housewares,23.0,1834.76,482.46,SP,SP,3.9565217391304346,4
2017-04-10/2017-04-16,luggage,10.0,1581.0,292.13,SP,SP,4.5,4
2017-04-10/2017-04-16,office_supplies,10.0,1315.3,196.68,SP,RJ,3.7,4
2017-04-10/2017-04-16,other,32.0,4861.79,639.01,SP,SP,3.875,4
2017-04-10/2017-04-16,pets,10.0,1038.38,187.63,SP,SP,4.3,4
